x,y
0.0,3.9934283060224653
0.3448275862068966,3.4012359636504965
0.6896551724137931,5.627124995345262
1.0344827586206897,8.008009772269082
1.3793103448275863,5.100064237473661
1.7241379310344829,5.682736787647418
2.0689655172413794,9.868294834344152
2.413793103448276,8.779815950576923
2.7586206896551726,6.817293796501083
3.1034482758620694,9.328877518800944
3.4482758620689657,7.780655696420261
3.793103448275862,8.215984012478987
4.137931034482759,10.047539287484032
4.482758620689656,6.129444266926973
4.827586206896552,6.874777890265254
5.172413793103448,9.544866083016272
5.517241379310345,8.96482527419441
5.862068965517242,11.916247340576993
6.206896551724139,9.745188472025356
6.551724137931035,8.986331955236672
6.8965517241379315,14.968158417747985
7.241379310344828,11.787448588087573
7.586206896551724,12.5524166947504
7.931034482758621,9.722441796419698
8.275862068965518,11.613969390426448
8.620689655172415,13.031595476684894
8.965517241379311,10.590997387367048
9.310344827586208,13.703833611007635
9.655172413793103,11.786832013741463
10.0,12.416612500413446
