temperature,concentration,rate
337.45401188473625,0.15971545280479507,0.10856454004306226
395.0714306409916,1.3091797814011827,37.5459025922322
373.1993941811405,0.6972763640450207,6.016739380205697
359.86584841970364,1.0662843132129352,5.662496484653068
315.60186404424365,1.8243763004595768,1.5739873825504471
315.59945203362025,0.5736552353828623,0.24143017693395813
305.80836121681995,0.8797275537676965,0.2108898476396646
386.6176145774935,1.5355471632317925,35.67206350176601
360.1115011743209,0.5347165144340826,1.9816582485187262
370.8072577796045,0.2462618286747067,1.1957925466141552
302.05844942958026,0.6505277605361592,0.13287946484507826
396.9909852161994,0.4063204457826084,6.289327548028332
383.24426408004217,1.8664255394508888,42.98445281268137
321.2339110678276,1.6354287211723921,1.6134978514065546
318.18249672071005,1.3034671373698046,0.999475657937256
318.3404509853434,1.7557751213566635,1.7561977537316813
330.42422429595376,1.6269769461083174,2.5231972418529622
352.47564316322376,0.45448311188346807,1.1055894301847744
343.1945018642116,1.7958620971309578,5.400573260167765
329.12291401980417,1.1247502596397363,1.2747848332423213
361.18528947223797,1.6341362948117188,12.17081107747507
313.9493860652042,1.8025734698546372,1.20059428576441
329.2144648535218,0.7042066024465413,0.7080377711689676
336.63618432936914,0.30909865660258584,0.3254372987708852
345.60699842170357,0.5330768088296892,1.0802755188268163
378.51759613930136,0.911504798389887,12.665418430427344
319.967378215836,1.6542280552527369,1.4243271621953477
351.4234438413612,1.7353881081870524,11.094194959779777
359.2414568862042,0.11320904800926235,0.21757138536530699
304.6450412719998,1.0704198748973748,0.2714955443804356
360.75448519014384,0.8930809059826801,4.364435975332976
317.05241236872916,0.5220048398943875,0.22889039269333356
306.50515929852793,0.32774419793399734,0.05524397003932833
394.88855372533334,0.7414688256668931,16.674903317506214
396.5632033074559,1.8915284374337864,70.73229658373414
380.8397348116461,0.7140855708394349,8.305971743121694
330.4613769173371,1.0857021813123955,1.2978219826949613
309.76721140063836,1.435736021900838,0.54732484440025
368.4233026512157,0.7908962445206585,5.477567972467307
344.0152493739601,1.9463859571698252,7.565794350041819
312.2038234844779,1.9286498603900113,1.1787047171760323
349.517691011127,0.5783863620681918,1.3078768857031249
303.43885211152184,1.0447721611955323,0.2683065565860701
390.93204020787823,0.6716687886518623,11.924575015010674
325.8779981600017,0.6411969393171885,0.4543233845378321
366.2522284353982,0.17008519997361232,0.5265661626157869
331.1711076089411,1.258172234561804,1.8428970032638867
352.0068021177811,1.0550901441348368,3.676867682992924
354.671027934328,0.19780962737497976,0.3943013107108787
318.4854455525527,0.6294282820495617,0.3326615119017048
396.95846277645586,1.825705183336642,72.37461288232491
377.51328233611144,0.5551675922672475,5.544985152418203
393.9498941564189,0.37530025697332386,4.697782510089089
389.4827350427649,1.0299602445273697,18.7334053707195
359.7899978811085,1.9727358628101412,16.056960295417692
392.1874235023117,0.5599050158718508,9.657102143204206
308.84925020519194,1.377057540071169,0.5945088086831215
319.59828624191454,1.5470772691245633,1.9027148040525008
304.5227288910538,0.5515113335855594,0.11490500763494049
332.53303307632643,1.4836110623625332,2.8311352396787224
338.8677289689482,0.798787952166581,1.5401721594372169
327.1349031773896,1.301381078127801,1.6441959531956576
382.87375091519294,1.3037064504456999,21.74899681383494
335.6753326693589,1.1179718997420411,2.1125010000025615
328.09345096873807,0.2715505631033758,0.14341534181682433
354.2696083158248,1.6870747416195522,9.078016898685778
314.09242249747626,0.709482123446298,0.27533564556458134
380.219698075404,0.45438516975972304,4.172883601604864
307.45506436797706,0.17747276895405145,0.03014646433181673
398.68869366005174,1.2226965920576593,31.53856125420404
377.22447692966574,1.3873722875003365,20.859061410394364
319.87156815341723,0.1315168749629267,0.02774587794073967
300.55221171236025,1.0729768107686337,0.2164202545986183
381.5461428454834,0.5303419728760821,6.148253745183539
370.6857343847617,1.3258283017779546,13.822639347662376
372.90071680409875,0.43129621510948374,2.5192887198495475
377.12703466859455,1.4127817023946851,18.554946688887384
307.40446517340905,0.834797157971021,0.260316780049198
335.8465728544273,1.8797869785997956,4.004974575173714
311.58690595251295,0.3612897938773872,0.09201266478791605
386.3103425875594,0.7480260669954911,11.269394656538125
362.3298126827558,0.3155996903571192,1.027978035091556
333.0898024852649,1.8569178747292692,4.5195130058983946
306.35583502860237,1.7669447714238637,0.7462751451786551
331.0982321715662,0.5900890926587956,0.47868810492116387
332.5183322026747,1.35396968746494,2.2429898403809116
372.9606178338064,1.65272218038231,19.751678913056125
363.7557471355213,1.1548815420389784,8.926099995726991
388.7212742576327,1.1063360988764124,20.530100866587787
347.2214925161949,0.5595193527108582,1.2435524124263395
311.9594245938302,0.2768952588312085,0.0650245791266086
371.3244787222995,1.8047099401113207,24.456767107576486
376.07850486168974,1.8107943086103278,24.53459390272926
356.1277197569496,1.3028927688192091,6.666166428232761
377.0967179954561,0.7441566029925313,7.2564712411669845
349.37955963643907,0.7634981917640556,2.090380920102886
352.27328293819943,1.4793157898534548,8.27101985196486
342.75410183585495,1.8045094939098965,6.053547798282333
302.5419126744095,1.7854642061037227,0.4896962019712611
310.78914269933045,1.5817635371294854,0.8604415761185927
