feature_1,feature_2,feature_3,feature_4,regime
-0.5482229811949666,0.3498849041477192,0.03470438832833156,0.38830269024550823,0
-0.247754249016646,-1.0200092520529045,-0.6415814745105675,-1.8293744310787923,2
-1.2995645849115007,1.0047696179871204,0.6082323802160107,1.4953784904643452,1
-0.04858968734254243,-1.3155884134922227,-0.6917991693794021,-2.2207225236728863,2
0.5820745062891509,0.18097424071088264,0.9387327207314129,0.9588384745412469,3
0.4970919803325702,0.44181120486607817,0.9225912929115362,1.2822767953933871,3
-2.1414334759256004,2.639901110478526,-2.465574104352311,1.544933957767633,0
-1.5025868394524715,2.1213485666595666,-1.7912808349957379,1.405333837165193,0
-1.5795551358067539,0.12041762017089916,0.09874375383684475,-0.07279846751428076,1
0.8209713145478106,-0.6193046032004793,1.9279519457800598,0.5692098216858382,3
1.09965614815698,0.33335899587207596,0.5532279577858144,1.0119827363712268,0
1.3761938002155816,-0.8309036261399729,2.154385735475696,0.5363709386305838,3
-0.7965513578589756,-1.1409828494165837,-0.8107644792261269,-2.20448172080253,2
-0.2970988411607356,1.5300364165866542,2.6158220533991043,3.685657854633443,3
0.3068736695310802,0.8156312788148374,2.1966552758413043,2.570610125452954,3
1.7442612665242199,-0.09579600066398652,0.8898667481675968,0.7753400928878882,3
0.12732958558592755,-1.5300031791911508,-0.7197741650072587,-2.4932153854068524,2
-0.3081801341957875,-0.02155104971165067,3.604773075516282,2.2408341260162006,3
-1.7737244518079724,1.1425799722641217,-1.0148912080712489,0.542571877181129,0
-0.5449883127780324,0.9634210826141503,-0.5188903614845106,0.854440266518596,0
-1.2323783181532892,0.12775647925369582,0.260327753719104,0.10691526872875079,1
-1.5058687877537025,-0.4458067921273253,1.1355935264186099,-0.1488743231842986,1
-0.5659258705480401,0.5867436652406735,-0.16945840369915677,0.5708514826688735,0
0.8226101413363758,0.1957351306606394,1.6694860626666896,1.4959432193457567,1
-0.7336201249215757,1.6025770545763993,-1.152542688080158,1.26703584772607,0
-1.7995158678291536,2.141805880581499,-1.929270920183657,1.287626895006729,0
-2.0077620567659937,1.5335495100219472,-1.368958503849918,0.7942194749055271,2
-1.7948821106557729,0.7964606065554127,-0.7295600637262072,0.258538454525848,0
1.0045509812959594,0.7312524183095034,1.021577727183712,1.8302421015253176,3
-2.2916050235795504,1.961299172972077,-1.8987636517862874,0.9723177004817273,0
0.3136389167179554,1.441073927283394,1.9936893623325451,3.27981647433127,3
-0.7587286148365364,0.16830719782167325,0.12570847482853775,0.1637662817197414,0
-2.43468931749209,1.374284871202878,-1.3322145736013504,0.5237306685268539,2
-0.2574025932696422,-1.0122913989001416,-0.8331060017171826,-1.9445256513237186,2
-0.8257850349957188,0.5003335681574043,-0.2201684420043588,0.37314700096883313,0
-0.016382878718363858,-0.4013313324986119,1.6046593455766778,0.4948045268715979,1
-0.7204293302750282,0.8276390184433619,0.5950007739953074,1.3585181992969027,1
-0.3997391825690948,0.8844864130081458,-0.3984087124496777,0.8537702789954397,0
-0.785838205334052,-0.45803411912497183,1.6129244436897272,0.27886311231353034,1
0.40573557320221854,1.2115971279197055,1.375628744026675,2.5902313895732547,3
