temperature,pressure,flow_rate,catalyst_loading,conversion
374.9080237694725,1.2828626711806081,67.7828481538859,0.19819527022035463,0.8843386213844131
490.14286128198324,6.727693701374023,17.572596849554394,1.1095737999794812,0.8301470362827709
446.39878836228104,3.82920382968694,24.54658426851524,1.1272067310592024,0.7696644231272286
419.73169683940733,5.577136220482325,90.86987696743714,1.3111168128465924,1.0
331.2037280884873,9.168098265334837,64.57861536936309,1.479573534073057,1.0
331.1989040672405,3.2436300623398746,10.827734645496669,1.9541189509788157,0.6703749390829596
311.6167224336399,4.693446307320667,19.13243885794289,1.080970661772271,0.6528489957663723
473.23522915498705,7.799960246887438,69.71515921972502,0.7136172985883673,1.0
420.2230023486418,3.059183489424602,10.455542546159682,1.610853770060537,0.5988858209575816
441.6145155592091,1.6928191884591368,24.47272462757488,0.614581277397941,0.6277110827421715
304.1168988591605,3.6077630762239123,59.38604104299275,0.9340456993407086,0.9128152844638601
493.98197043239884,2.4509915852860398,72.27056779234239,0.24906712455030533,0.9313502366745997
466.48852816008434,9.367278871083158,68.67651335523405,0.14816641248936926,1.0
342.46782213565524,8.273083416079754,30.18423785145038,1.9290319878880575,1.0
336.3649934414201,6.700633808593811,74.09612992127823,1.688362228973191,1.0
336.68090197068676,8.84314531168946,31.352417874712007,1.4223509915780261,1.0
360.8484485919075,8.23304869209203,39.285972834334096,0.8770105943871127,1.0
404.9512863264476,2.6791305299743224,77.18422646062217,0.42925920813460694,0.9992635573207915
386.3890037284232,9.0330309864098,68.46696091424931,0.3972303810750635,1.0
358.2458280396084,5.854080177240856,86.43010694447601,0.5754615065127311,1.0
422.3705789444759,8.266961396476562,69.1851603070309,1.1435306629416289,1.0
327.89877213040836,9.06482169931144,61.147774300192445,1.4577322531301184,1.0
358.4289297070436,3.8620312747467747,18.43072910452832,1.3543750157636893,0.636223462949256
373.27236865873834,1.9904673207490908,43.09442227534902,0.6318744041972914,0.6774093618771225
391.2139968434072,3.051416462877475,33.86821309135529,1.9142440332600688,0.9403553318449251
457.0351922786027,4.843970097636307,31.95906790411752,1.50200414172196,0.9125213807664851
339.93475643167193,8.362132893302437,97.57094992772011,1.1532726997716614,1.0
402.8468876827223,8.74657524930709,45.378795220008435,1.2622694178452691,1.0
418.4829137724085,1.0625691747807164,90.2841899659402,0.8972401186128008,1.0
