wl_400,wl_406,wl_412,wl_418,wl_424,wl_430,wl_436,wl_442,wl_448,wl_455,wl_461,wl_467,wl_473,wl_479,wl_485,wl_491,wl_497,wl_504,wl_510,wl_516,wl_522,wl_528,wl_534,wl_540,wl_546,wl_553,wl_559,wl_565,wl_571,wl_577,wl_583,wl_589,wl_595,wl_602,wl_608,wl_614,wl_620,wl_626,wl_632,wl_638,wl_644,wl_651,wl_657,wl_663,wl_669,wl_675,wl_681,wl_687,wl_693,wl_700,concentration,temperature
-0.013600494431569816,0.004645073943220071,0.0058614494659736255,-0.014287028360527356,0.0373154902228953,0.00947665841826004,-0.023826069941646082,0.013131072336617677,-0.019493625728691465,0.015741939118170713,0.023177377042103788,-0.016330529716675674,0.020136396159771697,0.014499182214777785,0.047281311959357794,0.142650319331151,0.23949426881420113,0.37703748587624614,0.4146471824983659,0.3115100045039012,0.16929084591653223,0.06801697021593814,0.020604866989434034,0.019127468845654146,0.0008229232551612033,0.030743537239009203,0.002666783601921272,0.08431872406901864,0.10009649523180197,0.1825758814248278,0.33330565002673346,0.5003675378715753,0.5242751367552081,0.45802256617947446,0.29952484888878467,0.14622165659075098,0.041626219745338255,-0.012209038039867982,-0.004578872983672624,0.017943330461875313,0.0044008710617439595,-0.024901248897209884,0.0034648161419439825,0.007706430183561507,-0.017677144287986984,0.003074502304494132,0.001164174374967216,-0.022859405956458984,0.0071557472069687,0.011215690527364736,0.43708610696262623,26.57145928433671
0.021661024863505542,0.02107604104069806,-0.027553387359141823,-0.018756500798302458,0.010300705344173195,0.010275719018244185,0.010300953726122712,0.07705462981332001,0.011417810233794321,0.022711314014037018,0.019080085800472175,0.013029275061336866,-0.006276781998777535,0.015567221020218177,-0.011841614781629433,0.01842416631314597,0.09229496123883137,0.31043805717326817,0.6889127061713844,0.881912148946157,0.9176410830996464,0.5787307915035449,0.27450872166848334,0.11300106003665951,0.024646759048381383,-0.0018225883008686702,0.04907175694697486,0.19880165601177124,0.4089373429295076,0.7588239159837767,1.047764879918938,1.1182924423526193,0.9951487881459569,0.6369944977213003,0.2782988517000883,0.13052589393328173,0.026043920339810928,0.02652626921543392,-0.01406926279621529,-0.0020340084009107316,0.010129470503119936,0.017317743482857802,-0.02400574557216709,-0.006690014881523806,-0.009498905810533366,-0.013066584637986996,0.035309084805965264,0.008099634219225918,-0.0252176790867008,0.018357238941095522,0.9556428757689246,56.82052056318902
0.04244312394025267,0.02064930521102294,-0.030387399319080268,-0.009684681457325027,0.025338222983732454,-0.01415338931237539,0.008876388562957607,0.015492681071923463,-0.018538609199907213,-0.0011904960659989226,-0.06482498413869035,-0.020479574864486354,-0.004924599383224853,-0.023604985921586916,0.042540956004258224,0.021203895602826338,0.16357129518618788,0.41268085013080125,0.6994011765444819,0.7250707863593323,0.6057125553568555,0.30957315564192567,0.09333800908205156,0.037728388798451265,0.009849188373151782,-0.0060292002845184715,0.024640529644367852,0.06998170087161645,0.20490514948914584,0.424923080575184,0.683166151135622,0.778155669227791,0.8134384299300227,0.5372760197569554,0.3325986880186846,0.16401115229343785,0.059408423517505755,0.002347633553691329,-0.0009899554340540963,-0.009330400811234155,-0.011718430436236943,0.01699901626752888,0.007140859867313682,-0.013858158104303755,0.017991999126181886,0.006145990477821572,0.01625724237852947,0.01259257683851182,-0.016579900218440753,-0.011203620803939383,0.7587945476302645,40.717799053816336
0.014945872102465237,0.012207405308669298,-0.00041803187928296265,0.00234654766617564,0.025553297915768505,-0.0118314277767152,0.010941947623578314,-0.0040438530331952955,-0.004353623136544888,0.02197557527459945,0.0165094098553361,0.016291274392450664,0.026391699448500026,0.0030153332011013073,0.030049829731682735,0.0651267744230427,0.21961528196774446,0.43514039957140493,0.619953144099943,0.6116713990116419,0.3837432297965814,0.22532641626815902,0.03775273379898201,-0.011425772353230008,0.027166913050696406,0.02692832368299692,0.05580595888169054,0.14655542672238892,0.3226143242156535,0.5879990180049401,0.8872912807893232,0.9949803491279813,0.9138785343763356,0.6148276235672983,0.31584588214022513,0.1328405726581427,0.053712700153374454,0.00028037542264986934,-0.014156551965086283,0.005226573023623347,0.004941712399136324,-0.010134898449761722,-0.0094204771777008,0.004641015146304808,-0.02896168610498533,-0.028149275462569085,-0.014368884424379273,-0.004268943034222961,0.0062181513119603194,0.029507124338991043,0.6387926357773329,50.428534558235135
0.017153192464040387,-0.0031987705992685424,-0.0003803241580537766,-0.020050587292756165,-0.0003702627198454395,-0.005773172778135532,0.006454371227573928,-0.01654461775685034,0.010386971287667555,0.03065581548683248,-0.0021571669428041037,0.008249817882874643,0.015574201103676074,0.001979889842483158,0.04332222447187557,0.10390620199812833,0.19210472859426145,0.2243226014053155,0.20833749598091766,0.13380499269353827,0.07974961048290741,0.0334910749390763,0.046050930227890176,-0.013383774533915123,0.026356218029479492,0.04213095433870609,0.17360646598367002,0.3250726311184642,0.6818861569352692,1.102231806519164,1.3415171868458988,1.328451945936024,0.9937840258795219,0.5951900893393631,0.2775458643803082,0.1339123621043716,0.045739806461555975,-0.005763957222263144,-0.01699683989906823,0.009965683945829152,-0.02639167112672686,0.03663020822410577,0.02358886637084794,-0.009383509957637292,-0.034262690465954544,0.02707744748669813,-0.0022907969049751086,0.024756326239470605,-0.03188855317588732,-0.011987500459075458,0.24041677639819287,70.37832369630465
0.00010487399436366332,0.0009396118752948411,-0.009001309429584874,0.012456998646949989,-0.02135240858764953,-0.0028475897001585815,0.0024059126550543875,0.010288777795570192,0.01423233857085844,-0.022491804479788872,-0.03066424560406206,0.025769135475706383,0.008417682572156231,-0.00496523954845491,0.06986312694686082,0.10596432446323117,0.21372563466760122,0.24111227181762965,0.24903860799290567,0.15893433484153596,0.045736980745912925,0.03371086262720051,0.015681685840465566,0.027841773432079716,-0.018525839553871014,0.017912488133038255,0.0396660054163892,0.02843850927798458,0.14672955239052438,0.3147123882775349,0.5722919775825045,0.7455075323909224,0.7508310699403741,0.5549228998396484,0.36355796485036307,0.1265746218149477,0.021869412271668845,0.014696148959346216,0.011160485932584409,-5.7447281412224545e-05,-0.04126920043502204,-0.0017741179587785023,-0.026088719061173514,0.013393493308884211,0.0073319670022348625,-0.018797595646921825,-0.01027733834436005,-0.02118427043772391,-0.0012535819454624407,0.01910284641002478,0.2403950683025824,37.464611457443745
-0.019714520926710874,0.010080930310356888,-0.010605152367448816,-0.01585745664524684,-0.0021406071990850966,-0.020704846447771125,-0.011072986063851648,-0.02395755578083077,0.039294571072873694,0.0007068246260835882,-0.013970259145334733,0.0045398128639470466,-0.0003272693495507274,0.005311610918300129,0.04619753827585915,0.09639822555325403,0.12318867556708282,0.13994369255314282,0.11235497922195076,0.01700108650217025,-0.007125391312726815,0.0331977564197799,0.033941454593917085,-0.004646101033104509,0.012993235117235671,0.013933535459534508,0.0934452550841498,0.1250112131706408,0.25482687299638196,0.48370395776701597,0.7329461142482846,0.9107860344897707,0.821844840203952,0.5733126364338487,0.32404850132618607,0.12534898546846318,0.08367537640783922,0.03084517037181249,0.0025635601269949943,0.030035992146585245,0.001602017657498168,-0.017220361893488287,0.030462885228835414,0.0107782247225597,-0.020744921989126114,-0.0038067735223410583,-0.017512365066597212,-0.027655994619262853,0.018523550950633235,0.03818833280940262,0.15227525095137953,45.519146151781484
-0.027971351476382824,0.011259384733811417,-0.013012851382436543,-0.009742507675293924,-0.011847878484777384,-0.01727981539359629,0.0009704325589021333,-0.0166190023275658,0.005409136568314,-0.001004759272221168,-0.004778850005357964,-0.018148373094423815,-0.011483308278054341,0.015751650521720513,0.015485404627151096,0.012360357312181911,0.13002700965369077,0.3681739058739768,0.6361410402687471,0.8834203888848304,0.7684152949582522,0.4927716875850148,0.18860519899165262,0.024082892239164606,-0.0154002745331272,0.026993286625512064,0.09297510967406701,0.22701700209989878,0.5467199984724977,0.8727891455972892,1.1961025172364512,1.2084020247876293,0.9752516272705767,0.6181238084484367,0.28298831990082257,0.10603866613916806,0.05368525902919505,-0.003824792467656343,0.018094573308813523,-0.022401622377268535,0.01061699049326669,0.02883314084531463,-0.04943277349393115,-0.015937899130812633,0.011541442782563593,-0.004060907713421162,0.007422917467606542,-0.012079703734313005,0.0017317957494580485,-0.0031135447078415894,0.8795585311974417,62.77755692715243
0.023355641233196146,0.005088416866024263,0.006752053241504043,-0.008237539322449347,-0.009752124481449864,-0.008651163756391064,0.007889042847738219,-0.00841968960134221,0.005795498043229158,0.04150805337366429,0.017423556192574075,-0.0064997369142494295,0.024302497607532222,-0.005595227321300208,-0.024490957242901144,0.05075689831621939,0.17505509394707114,0.4305383238914911,0.6198096736607515,0.6363125603597296,0.4097477673336941,0.18101746718759304,0.07519688038227355,-0.03139914290099061,0.007289037923846373,0.019472936713533288,-0.012369623186902615,0.0824835465740754,0.167776726790732,0.3304267163622562,0.5677171481620126,0.7538439359418868,0.7078834580403873,0.5502494094127174,0.3196600416682536,0.13747039462027605,0.07311997914283219,-0.0010175987479042123,0.005005640668000381,-0.008935244073513218,0.00966279623947295,0.006681967674880933,0.02075151163518056,-0.010200282629702968,-0.005397496458681584,-0.01957527422891057,-0.00888586519891471,0.007546009860958096,0.015139772332908152,-0.018443306483552493,0.6410035105688879,36.43990827458112
0.017392118402113205,0.02711275717609902,0.008268698064474018,0.037535916251161316,-0.015475783982071459,-0.024893094066228024,-0.03557440497804062,0.02992088623420602,0.013087313426118241,-0.0011116795185719195,0.005599816635088895,-0.02250002695199907,0.0490622990142585,0.004112662009317063,0.013089904160371785,0.0679753767732548,0.18982214905017672,0.4220167578918576,0.6492218829201131,0.7375352482359263,0.5856074322014162,0.3103881601859021,0.13267626465232946,0.01446056370005919,-0.015317625219466405,-7.160840735413558e-06,0.010770222112156577,0.057371718769015104,0.06812905591424681,0.25885220546913207,0.39478950147323205,0.5318380446741887,0.551282646325161,0.4377130804347149,0.3185478278086642,0.152433478211723,0.03296433031000201,-0.008085778403031454,-0.002508678595052654,0.0341542052401994,-0.005080979352204173,-0.03005049075606047,-0.004913786388123642,-0.0054543986350158,-0.05393772902272401,-0.0010858971728271404,-0.004618690599135045,0.013924127296393888,0.03697912189890934,0.022531300590955185,0.737265320016441,28.84899549143965
