x1,x2,y
3.745401188473625,4.847923138822793,12.802077841063388
9.50714306409916,3.8756641168055728,31.670231755649574
7.319939418114051,4.697494707820946,25.23313012131875
5.986584841970366,4.474136752138244,16.426028246765526
1.5601864044243652,2.9894998940554256,5.212883199643695
1.5599452033620265,4.609371175115584,5.808411811065454
0.5808361216819946,0.4424625102595975,6.502765020244103
8.661761457749352,0.979914312095726,27.307565182693672
6.011150117432088,0.22613644455269033,18.439328935756397
7.080725777960454,1.6266516538163218,22.577124849498055
0.20584494295802447,1.9433864484474102,3.516649467317122
9.699098521619943,1.3567451588694794,32.39234570120506
8.324426408004218,4.143687545759647,27.29129724684273
2.1233911067827616,1.7837666334679465,8.88358829044919
1.8182496720710062,1.4046725484369038,7.201972380746901
1.8340450985343382,2.7134804157912424,8.580349614428258
3.0424224295953772,0.7046211248738132,9.585226050062802
5.247564316322379,4.010984903770199,17.186666329319724
4.319450186421157,0.3727532183988541,14.14876653966993
2.9122914019804194,4.9344346830025865,6.77967813826997
6.118528947223795,3.861223846483287,21.379716460200775
1.3949386065204183,0.993578407670862,6.348735248032119
2.9214464853521815,0.027610585618011996,10.76882736136369
3.663618432936917,4.0773071422741705,11.976797221241467
4.56069984217036,3.534286719238086,12.696096771052602
7.851759613930136,3.6450358402049368,25.753464796302126
1.9967378215835974,3.8563517334297286,6.146620900929251
5.142344384136116,0.3702232586704518,15.827748534139943
5.924145688620425,1.7923286427213632,19.615502921305442
0.46450412719997725,0.5793452976256486,3.9388522745982852
6.075448519014383,4.315517129377968,24.462829010021284
1.7052412368729153,3.1164906341377896,6.438070853579527
0.6505159298527952,1.654490124263246,3.7470307270340273
9.488855372533333,0.3177917514301182,30.46032640714305
9.656320330745594,1.554911608578311,27.85543521519225
8.08397348116461,1.6259166101337352,26.700321063419146
3.0461376917337066,3.64803089169032,10.546098489216693
0.9767211400638387,3.1877873567760657,8.574111896913196
6.842330265121569,4.436063712881633,22.959538309427398
4.4015249373960135,2.3610746258097466,15.666365068405849
1.2203823484477883,0.5979712296915085,5.3657132444466376
4.951769101112702,3.566223936114975,14.500751009491818
0.34388521115218396,3.803925243084487,3.5461500044868726
9.093204020787821,2.8063859878474813,31.932189168670998
2.587799816000169,3.854835899772805,10.41559975541449
6.62522284353982,2.4689779818219537,20.458157562655373
3.1171107608941098,2.6136641469099704,13.664796894869161
5.200680211778108,2.137705091792748,14.841238020803775
5.4671027934327965,0.12709563372047594,19.580959240453325
1.8485445552552704,0.5394571349665223,11.756537404866105
