feature_1,feature_2,feature_3,feature_4,fault
-1.6347159064126533,0.12003978693190365,-0.9558696492057248,-0.648328185710448,0
0.44527728412277456,-1.9861981131490953,0.21974396607168,1.8693509433147626,0
-1.8922247710555191,-1.0321714064274123,1.5417606114819296,-0.17573229781770944,0
0.08157082856136788,-2.2162661263068477,-0.7189659924678521,2.0662817531241653,0
-1.298140160341676,-0.5473652081256672,-0.17416719122574098,-0.056449873570746295,0
0.47584818126906603,-2.539618991800052,0.028187097833157537,2.3916813082793635,0
-1.757825007491456,-0.8592129851840427,0.5215901743545415,-0.09929958175053072,0
-2.0387183169104555,1.008359010342864,0.6152613169694561,-1.847269250901873,0
-1.6671357237328814,-0.8406538289558734,0.6707156878223496,-0.1009222340898352,0
-1.1751791878656188,-1.0421693777966072,-1.1241129724904453,0.5798514808020621,0
0.5768802436542123,-2.6969510328529234,1.3430621135311895,2.3543531630168344,1
0.28234041435942725,-1.9676170681706557,0.5381669085729284,1.7308977720279317,0
-1.2463367933880218,-0.7604616493410828,0.7201033403014343,0.0024673987041837347,0
-2.0856485267311955,-0.6989274588260899,0.6691494759718422,-0.40274222536935034,0
-1.606060763265353,-0.9941764963864087,1.4227144514834726,-0.06601349775890408,0
-1.7579171688469657,-0.24533285631915314,-1.5712439530976128,-0.2845599072976531,0
1.6277253340647566,-0.6596966535937215,1.2457946686069208,1.0633622465634545,1
-1.0478944974821307,-0.883446046831974,-1.4919368993102706,0.5580952239250052,0
-0.24321674209466781,-2.1122542239546576,-1.3173284071282083,1.9355407348335565,0
-0.5536096858140308,-1.673279214542018,-1.025219403812735,1.3752455746584886,0
-2.2599435217446926,0.02985826457589602,-2.459601454406462,-0.5914184392073228,0
-1.7727533114519756,0.7108360928802411,0.11453418029735052,-1.3937910385777883,0
-1.0497844658580264,-0.29113662477737223,0.503220788636604,-0.2824729084692582,0
-1.6055898032801208,-1.2147012590153674,1.709026944373489,0.07737757031240783,0
-1.4478203821327589,-1.4526933015164207,-2.872186250317415,1.1049213772524173,0
1.239649426667874,2.3140503532007073,2.3624337482351905,-1.8538297486399002,1
-1.5142587671113863,-0.6531013116714501,0.5048608760035539,-0.16982633751324266,0
1.2880365195944448,-0.575007014191558,1.2007559000356962,0.8517844779353783,1
-0.6883528256233014,-1.6802913646964837,-1.6627486673526728,1.4284040926487591,0
-0.41853873100466077,-1.750008934969567,-0.8504139152038055,1.4707002650547245,0
-0.5933816076768068,-1.1560310098004314,1.2205264208368656,0.5419288155132529,0
0.20278802623484293,-1.043860673040802,0.7511300798336624,0.8643683961749971,0
-0.2637340531007698,-1.362863183281188,1.7247812006311467,0.7789976402797387,0
-0.8666557262304035,-0.8955569250427464,-0.5185583198123258,0.4861089865218416,0
-0.7178379171934972,-1.0223462789695403,0.6553966098333095,0.4661485150363742,0
-1.6458695393345253,-0.47449730643852694,-1.2989931290618975,-0.08347354318087685,0
-1.3258586766727933,-0.4524559390581725,-1.3777874766237668,0.047924085786825055,0
-0.5109787499204217,-1.1886494152204938,1.5296462291775592,0.5545727741440731,0
-0.47062247527324996,-0.9951356023828902,0.6213438450918939,0.5544509898273094,0
-1.3815330797708676,-0.2707759639154479,-0.6163343604072021,-0.25818170247848166,0
-0.5682875844599927,-1.2696785311744814,1.5650252783820702,0.5940686839965059,0
-2.4808810946192303,0.06805532836012507,-1.9173740599902953,-0.8085668463800775,0
0.2201331435217223,-0.1930827525461044,-0.010667886816805527,0.2629548149473725,1
-0.044606481931012354,-1.3501737500153799,1.6128506204177788,0.8805932915072778,0
-1.5656163378340429,0.08177332091330092,-0.6957192397369096,-0.6284596455217699,0
1.5515241120637893,1.3724619962684181,-0.5959197661475757,-0.42005320442706123,1
-0.7960733288589964,-1.1578704078712918,1.1312311100533297,0.47116287825196557,0
0.06424517480644654,-1.396288122714464,1.758092516304997,0.9432306614624434,0
-0.8564705720669399,-1.6685544508394035,2.963995242031567,0.5841988478778286,0
-2.158977863607223,-0.19066108607579457,-0.9212512687356977,-0.6110369600158112,0
0.4430434906317531,0.5087946516868243,2.516997330019575,-0.6633140243061266,1
-0.35532559714071044,-1.2671322670174674,1.4910126087746256,0.6955269456497226,0
